label,campaign_id,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,camp_feed,4.0,0.0,,3.0,6.0,0.0,,4.0,9.0,4.0,3.0,3.0,3.0,,126,,75899,37,19,4948,500,1,77016,5568,11881,2250,14,1673,,1,3122,623,1,15211,15,1,36926,51,86263
0,camp_feed,4.0,,3.0,0.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,3.0,1368,89,17415,99450,205,15,9569,616,0,41548,3900,61780,602,16,8461,19824,,1881,1579,3,75993,16,11,29933,85,95809
0,camp_feed,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,2.0,0.0,342,550,67226,,89,1,4918,618,0,62166,1130,13468,1042,,12167,81344,1,4353,,3,48202,12,3,,28,95507
0,camp_feed,0.0,1.0,2.0,,,3.0,,12.0,3.0,1.0,1.0,5.0,3.0,518,432,28518,56409,264,2,9766,374,,19478,1993,,715,25,9845,81150,4,2189,498,0,82050,9,2,46356,81,32033
0,camp_feed,,2.0,4.0,1.0,7.0,1.0,1.0,,2.0,1.0,1.0,3.0,0.0,395,441,40322,40308,32,19,9200,202,0,11091,283,28379,316,18,362,9484,7,1574,1868,3,92885,11,13,45866,87,79924
0,camp_feed,3.0,11.0,0.0,3.0,,3.0,0.0,0.0,,,8.0,7.0,1.0,167,123,18923,58866,147,19,4648,446,2,37710,513,36657,1764,13,7034,63418,7,3810,232,0,50055,3,0,65728,65,89992
0,camp_feed,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,4.0,,,1014,97,89429,36695,,,11477,575,,68309,4822,75201,2851,10,1065,10138,2,2186,,2,81629,12,0,57674,71,32189
0,camp_feed,,4.0,6.0,0.0,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,5.0,509,281,,65560,,0,,27,0,12963,1903,96938,2478,6,6123,,8,5608,775,2,58930,11,13,99514,25,27217
0,camp_feed,1.0,,0.0,0.0,0.0,,1.0,0.0,4.0,,1.0,5.0,0.0,1053,68,97232,83629,63,17,11459,173,2,83094,5044,34594,1206,,1428,35264,0,777,689,1,64875,14,13,76180,,55209
0,camp_feed,1.0,3.0,6.0,,1.0,0.0,6.0,2.0,0.0,5.0,9.0,0.0,1.0,1288,181,73171,89774,211,11,1873,313,0,,5293,11511,1300,9,4919,71348,5,161,1243,2,45519,4,11,41281,35,92485
0,camp_feed,6.0,1.0,0.0,2.0,8.0,3.0,4.0,5.0,0.0,0.0,1.0,6.0,1.0,1303,472,16782,75916,124,7,1856,,1,70866,1029,81954,326,25,41,90702,9,2130,1598,0,17367,,5,41745,63,97713
0,camp_feed,8.0,,5.0,,3.0,0.0,0.0,,0.0,,,5.0,1.0,603,216,23153,42948,59,2,11957,265,0,28312,3439,,,10,8853,87756,9,3615,1943,0,84882,15,6,6084,73,67294
1,camp_feed,5.0,3.0,2.0,2.0,0.0,,2.0,,6.0,1.0,1.0,6.0,1.0,674,98,49546,82116,,0,2612,20,2,80416,5602,80148,1595,,1177,78373,,1002,1086,,64754,1,0,74134,74,
0,camp_feed,0.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,1.0,839,446,25776,73665,206,1,4144,262,0,51396,2538,48637,505,26,5235,28900,3,822,1866,0,65310,10,14,97653,57,64733
0,camp_feed,0.0,,0.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,1.0,13.0,,955,,7126,46132,219,19,5523,336,,53469,5371,48959,2665,18,3858,86843,5,1052,1247,0,67114,2,3,,102,48151
0,camp_feed,1.0,8.0,0.0,9.0,,1.0,0.0,0.0,6.0,1.0,6.0,0.0,,,,82364,63464,183,17,,485,2,38379,3991,4628,907,0,3337,65816,7,5486,1655,2,2314,1,2,5682,67,2228
0,camp_feed,6.0,0.0,1.0,1.0,3.0,2.0,0.0,,4.0,2.0,10.0,0.0,1.0,1428,,89458,55011,201,8,8102,,2,,1660,,3170,23,,57666,9,3123,176,2,88123,10,5,80774,29,35926
0,camp_feed,,2.0,,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,781,463,5006,69946,53,23,562,139,1,92921,4845,65120,1971,18,9106,46373,5,936,1461,3,69529,11,0,55415,79,94078
0,camp_feed,4.0,,0.0,,3.0,0.0,5.0,5.0,1.0,2.0,11.0,0.0,,1254,330,50056,82851,302,3,8405,3,1,,4870,61908,2948,1,6765,32474,8,3465,1710,2,82721,0,2,13108,,51557
0,camp_feed,3.0,1.0,0.0,10.0,4.0,0.0,2.0,2.0,0.0,1.0,12.0,4.0,1.0,405,464,,52552,235,23,10255,421,2,,778,76836,2561,3,2769,2365,,1245,,3,71414,2,3,98827,6,39822
0,camp_feed,0.0,,1.0,5.0,1.0,3.0,0.0,5.0,0.0,3.0,4.0,4.0,0.0,,295,12260,8041,289,8,,279,0,2477,3095,74871,421,17,5972,58724,9,2715,1121,0,94288,16,3,68281,93,26849
0,camp_feed,,3.0,1.0,,,6.0,3.0,1.0,0.0,4.0,1.0,3.0,,642,540,45110,7563,9,,7732,498,0,25426,1715,43019,152,10,4946,82001,5,4501,495,0,26701,7,,,19,
0,camp_feed,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,,4.0,1.0,2.0,1.0,146,370,22055,58356,155,10,4854,357,,,3342,69020,1481,10,14408,36687,2,4647,1105,0,43857,13,7,14329,4,10735
0,camp_feed,3.0,0.0,4.0,6.0,1.0,0.0,1.0,3.0,7.0,2.0,3.0,2.0,0.0,1196,106,25147,30957,50,,8848,288,0,2640,4950,94926,1946,16,14376,13911,6,5075,1215,,61874,,3,33192,39,78391
0,camp_feed,3.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,8.0,341,330,66011,38021,58,8,10888,134,,16877,4152,61105,,12,6687,50207,7,4897,469,2,87885,3,7,99143,71,20105
0,camp_feed,0.0,0.0,1.0,,3.0,0.0,9.0,4.0,2.0,6.0,0.0,5.0,,988,398,50763,26644,42,16,5400,83,1,81826,3218,96232,949,13,12941,22793,2,2253,,2,14441,1,2,7643,43,15235
0,camp_feed,2.0,1.0,1.0,21.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1181,430,97648,52693,131,21,1397,493,2,60041,363,22977,1689,22,11028,95164,5,1372,,2,70930,,12,27151,8,22924
0,camp_feed,6.0,1.0,3.0,,5.0,10.0,,7.0,0.0,,1.0,7.0,,757,321,13241,20920,,1,8155,72,1,31222,3585,93015,1543,2,9497,69269,1,341,320,0,36349,0,14,,,10235
0,camp_feed,10.0,,0.0,7.0,1.0,1.0,3.0,3.0,0.0,0.0,,0.0,4.0,521,527,78310,60498,,,6057,82,2,12739,4374,87302,2655,25,9349,63769,8,4788,2036,3,2714,11,4,29469,96,31720
0,camp_feed,1.0,7.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,,,0.0,1.0,1411,283,47129,6229,100,3,1892,260,2,45066,3726,46502,1586,22,14083,93255,0,1710,592,3,83500,6,14,74905,12,71620
0,camp_feed,3.0,0.0,1.0,1.0,4.0,,0.0,14.0,1.0,1.0,1.0,4.0,4.0,83,60,97081,15396,109,4,7827,35,0,12034,2494,55083,45,6,4903,97701,2,2745,579,0,35285,8,11,18280,2,94733
0,camp_feed,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6,199,41429,65907,59,20,10472,375,1,16756,,67136,1585,12,,55312,0,4675,203,2,91122,5,4,51084,76,48138
0,camp_feed,,5.0,0.0,3.0,4.0,9.0,6.0,0.0,2.0,0.0,1.0,0.0,2.0,995,365,52446,9528,114,4,8689,315,2,90280,5643,6486,1301,1,13519,24276,6,2903,1707,3,26530,7,2,,70,53255
0,camp_feed,,0.0,4.0,,0.0,1.0,4.0,3.0,3.0,,1.0,0.0,3.0,529,339,11529,89731,213,16,6334,282,2,10164,4724,18822,2467,8,11632,49630,1,,1972,2,22687,11,,78534,62,7757
0,camp_feed,1.0,2.0,3.0,1.0,0.0,1.0,6.0,0.0,3.0,4.0,0.0,3.0,2.0,804,181,5158,51087,,18,9373,448,2,32144,4650,38996,1386,19,9125,82600,8,820,223,3,70452,3,7,96709,54,
0,camp_feed,0.0,4.0,,2.0,,1.0,0.0,0.0,0.0,,2.0,,3.0,1284,322,9807,95552,127,4,,395,,60186,3642,89795,2249,21,4031,56533,,2069,208,1,6011,1,12,66176,45,33926
0,camp_feed,0.0,0.0,2.0,1.0,0.0,1.0,1.0,6.0,7.0,3.0,1.0,4.0,2.0,851,432,8521,93610,104,3,10775,271,1,33581,4119,51977,1300,7,11425,93739,8,1272,36,3,3921,,3,12969,66,21324
0,camp_feed,5.0,2.0,2.0,3.0,0.0,,6.0,,,0.0,0.0,1.0,1.0,335,286,99398,66674,41,8,9919,291,2,32024,2137,35325,610,8,9921,36857,9,1574,163,0,97021,15,13,77459,56,44265
0,camp_feed,1.0,6.0,6.0,,,2.0,0.0,0.0,2.0,1.0,7.0,3.0,5.0,1012,100,75135,125,251,17,7199,486,2,74516,3,5806,2385,8,3150,99664,5,,344,2,96438,4,,56007,96,45029
0,camp_feed,0.0,,1.0,28.0,,1.0,3.0,3.0,3.0,,3.0,6.0,1.0,212,62,1185,88496,243,2,3532,,0,,1085,21094,2453,21,6208,39228,2,,321,0,55022,0,12,84972,53,62427
1,camp_feed,0.0,5.0,,2.0,0.0,0.0,,14.0,0.0,0.0,,2.0,,706,415,,1791,34,11,6347,447,,53825,3458,52271,1739,7,,92735,5,3435,1504,3,23820,0,3,83507,50,60580
0,camp_feed,0.0,7.0,0.0,0.0,3.0,,1.0,0.0,,2.0,6.0,0.0,2.0,277,5,50223,95877,150,7,4714,,0,29242,2772,54814,2467,0,8885,35469,0,3696,635,1,56977,7,13,61025,36,69442
0,camp_feed,4.0,10.0,1.0,1.0,5.0,1.0,6.0,5.0,1.0,5.0,5.0,0.0,4.0,508,433,12870,68665,31,3,24,,0,35012,5243,59353,1025,3,9793,52183,6,1267,71,3,44171,6,9,64753,28,56834
0,camp_feed,2.0,2.0,0.0,10.0,,2.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,812,364,12012,33727,173,8,7667,249,0,21670,2849,62415,,26,9225,64107,3,1647,1571,2,,,1,,53,98661
0,camp_feed,2.0,8.0,0.0,1.0,2.0,,0.0,0.0,1.0,10.0,,,0.0,173,510,54196,,242,20,,30,0,3284,3360,3658,,2,,88234,2,312,1019,2,33357,13,10,,58,21400
0,camp_feed,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,460,484,36377,,288,,12397,34,0,70139,5350,6944,2009,14,11919,37067,,3718,898,1,25146,16,9,,61,3939
0,camp_feed,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,124,,57178,41904,,,260,605,0,75460,,635,2241,2,7523,91042,9,598,581,1,,8,5,56986,36,68549
0,camp_feed,1.0,0.0,3.0,1.0,0.0,5.0,1.0,8.0,1.0,5.0,3.0,0.0,0.0,1,526,4717,31936,78,3,930,381,0,71197,3693,14295,,3,9267,27435,7,4172,1410,1,,4,5,73057,84,25450
0,camp_feed,0.0,3.0,9.0,2.0,1.0,1.0,,1.0,4.0,0.0,2.0,,2.0,1156,436,51198,,64,4,4423,232,1,27469,5070,53329,3088,12,6015,50081,,1586,1990,0,77757,17,5,6823,27,72147
0,camp_feed,0.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1302,154,15085,84513,,23,,305,2,24866,190,18774,138,19,2308,65999,1,953,704,0,73365,,4,81038,0,76593
1,camp_feed,3.0,2.0,1.0,,1.0,0.0,6.0,3.0,6.0,4.0,2.0,5.0,,936,393,64233,84444,200,14,10866,510,1,10259,1441,10497,1069,22,14002,27939,5,1879,,1,99782,10,2,79388,59,
0,camp_feed,,6.0,,1.0,,0.0,2.0,1.0,9.0,1.0,0.0,7.0,0.0,59,52,14186,37880,296,4,12417,,2,80932,2062,8574,1247,13,3029,96489,9,2666,257,3,7074,9,1,74955,12,101
0,camp_feed,,3.0,1.0,,0.0,5.0,0.0,,0.0,5.0,0.0,0.0,0.0,649,276,14072,87223,22,4,4259,57,2,70611,,2416,2508,4,4733,33898,2,1764,1612,2,91461,16,5,79529,63,96059
0,camp_feed,2.0,,,7.0,1.0,7.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1,146,83848,41355,166,14,,,2,,4416,52269,2578,26,12600,1185,7,77,95,2,11999,15,6,31357,46,57364
0,camp_feed,5.0,0.0,,0.0,0.0,0.0,7.0,4.0,5.0,2.0,2.0,,0.0,599,,98052,10836,,2,8633,244,1,84205,,70677,,25,9558,60566,9,1904,729,,17802,6,7,,1,5748
0,camp_feed,2.0,0.0,3.0,,6.0,1.0,2.0,2.0,8.0,5.0,2.0,0.0,3.0,775,125,90914,41437,114,,219,565,1,71062,3090,3844,1539,4,6868,11639,1,1225,1750,2,,14,10,88204,,
0,camp_feed,0.0,5.0,,0.0,0.0,5.0,,2.0,0.0,1.0,13.0,0.0,2.0,,15,84248,40778,,16,2752,177,2,77212,3353,55216,189,1,6714,76935,6,2974,1349,0,,,11,57341,42,73086
0,camp_feed,6.0,2.0,0.0,0.0,,5.0,0.0,0.0,5.0,15.0,6.0,1.0,1.0,619,200,74628,2215,289,4,,199,,61400,3940,81418,3157,26,7731,13282,4,4661,1465,0,59300,15,9,47881,17,3400
0,camp_feed,2.0,,1.0,3.0,3.0,1.0,1.0,3.0,0.0,4.0,2.0,8.0,,591,,,60548,118,12,,201,0,54575,4753,12682,2829,12,4637,56837,4,,1183,3,134,1,0,93567,48,43245
0,camp_feed,3.0,1.0,,2.0,0.0,0.0,0.0,1.0,0.0,2.0,,,6.0,464,46,62065,71511,288,14,5755,538,1,2812,1190,15202,15,3,4037,98448,5,735,861,0,60714,2,0,96726,69,
0,camp_feed,2.0,1.0,1.0,5.0,2.0,0.0,2.0,4.0,0.0,2.0,,4.0,5.0,1023,485,41228,,37,,6277,471,0,69550,247,58885,1977,20,,87484,9,3453,648,0,14612,,4,64972,97,46433
0,camp_feed,3.0,0.0,13.0,2.0,7.0,11.0,2.0,0.0,1.0,1.0,1.0,1.0,,401,304,,77881,254,10,4885,,1,,4563,17665,2021,11,,37188,2,3334,2156,2,,8,11,48683,90,2629
0,camp_feed,1.0,8.0,6.0,2.0,,0.0,,0.0,3.0,6.0,11.0,,3.0,,505,76470,51550,147,17,8489,253,1,44158,699,34674,3163,4,4621,,8,5091,1569,1,,3,7,3240,,60072
0,camp_feed,4.0,0.0,2.0,1.0,0.0,0.0,0.0,,2.0,,5.0,0.0,,209,521,75312,10955,146,10,276,346,0,34624,4232,23609,124,12,10709,71425,8,5436,942,3,93221,,10,96708,49,81701
1,camp_feed,3.0,3.0,3.0,7.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,731,382,25468,61766,172,2,11501,228,0,44410,5279,44140,1161,4,13785,26960,2,4948,1233,1,54241,17,14,60429,24,4421
0,camp_feed,2.0,0.0,3.0,3.0,,6.0,2.0,,1.0,4.0,0.0,,2.0,1173,,23273,48568,39,17,307,,2,19977,41,48176,2559,13,12996,,6,2264,1469,0,91957,6,6,16950,34,78118
0,camp_feed,4.0,5.0,4.0,11.0,1.0,0.0,0.0,2.0,0.0,,4.0,9.0,1.0,540,321,14730,68979,18,9,3309,389,1,,2044,63383,280,25,376,31354,7,5234,808,1,31308,,3,97252,40,37679
0,camp_feed,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,7.0,3.0,42,17,44834,35719,,19,11747,276,1,66812,1623,15037,2192,21,7446,19371,9,1064,201,2,,6,8,80314,69,83047
0,camp_feed,1.0,0.0,,5.0,1.0,0.0,2.0,3.0,,2.0,1.0,6.0,2.0,328,77,45246,36011,26,16,9150,32,2,25512,1441,34820,1195,24,13663,48966,0,2526,1162,3,84511,5,11,,91,11877
0,camp_feed,2.0,1.0,,,0.0,5.0,2.0,1.0,0.0,10.0,1.0,3.0,0.0,785,165,61069,33289,279,,4361,201,0,9774,2079,2208,668,21,3400,70039,0,999,,0,97630,8,,,53,72622
0,camp_feed,11.0,1.0,0.0,1.0,2.0,2.0,,3.0,1.0,,3.0,0.0,0.0,1092,496,,23456,209,11,4095,96,1,88904,1870,35778,2377,12,637,,0,898,1022,0,69704,4,13,58322,15,50095
0,camp_feed,2.0,1.0,11.0,3.0,0.0,1.0,4.0,,1.0,1.0,,4.0,1.0,1033,473,12908,5539,12,4,,,1,61059,163,72688,1650,15,12269,92852,8,253,1039,0,30520,14,4,22129,58,31908
0,camp_feed,3.0,0.0,2.0,5.0,0.0,0.0,0.0,,0.0,3.0,,9.0,3.0,32,263,96401,46543,190,,6243,197,1,69504,4642,,1172,24,4853,33993,4,2346,632,3,18066,2,2,49822,98,15711
0,camp_feed,0.0,4.0,4.0,6.0,4.0,1.0,4.0,1.0,3.0,3.0,2.0,0.0,1.0,70,412,30870,89329,240,21,11162,428,1,3345,2109,28752,607,17,8851,49377,7,5267,1768,0,16383,8,1,,60,55438
0,camp_feed,1.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,,2.0,1122,38,78909,83381,259,11,1332,131,,13839,3274,,1221,6,2695,70578,,,1516,1,76476,16,8,52597,35,469
0,camp_feed,0.0,,0.0,1.0,0.0,4.0,0.0,,5.0,2.0,3.0,0.0,2.0,,420,43072,35562,95,10,6928,511,2,28741,2279,55691,3132,,,49433,4,,2006,,75937,5,11,69010,45,21491
0,camp_feed,,1.0,2.0,,,3.0,0.0,2.0,0.0,1.0,8.0,3.0,4.0,174,155,19054,9565,9,5,10514,239,0,65008,997,80868,729,4,12124,86135,5,5051,250,0,13109,0,6,71022,97,48618
0,camp_feed,3.0,3.0,0.0,18.0,2.0,0.0,0.0,0.0,,,1.0,,6.0,1077,524,,9377,132,21,4660,23,1,62846,1932,10838,2666,,10841,36824,,3198,421,3,66828,16,0,40241,50,4416
0,camp_feed,1.0,8.0,5.0,3.0,4.0,1.0,0.0,1.0,0.0,4.0,,,3.0,726,129,96451,,262,,1692,505,1,2520,5301,38927,2789,11,6040,26987,9,,2016,1,49069,11,12,94382,67,43964
0,camp_feed,0.0,12.0,0.0,2.0,,,1.0,0.0,1.0,0.0,6.0,0.0,0.0,929,19,,12846,80,10,6590,286,1,64424,,24378,342,9,5425,41159,4,1495,1276,1,76939,2,7,95169,68,17259
1,camp_feed,2.0,1.0,,1.0,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,406,477,16263,6642,227,11,4110,541,0,694,3383,61612,1657,24,14087,23487,5,3991,812,3,,17,13,51953,68,
0,camp_feed,3.0,1.0,0.0,1.0,1.0,2.0,0.0,8.0,3.0,1.0,0.0,5.0,0.0,1272,123,30461,98494,43,,4880,578,0,73984,2764,36634,1447,13,,4472,5,697,87,2,26302,,10,,23,85865
0,camp_feed,,3.0,,3.0,4.0,5.0,4.0,5.0,,11.0,3.0,5.0,1.0,30,526,30221,20205,297,3,10424,278,,34143,3274,7446,709,,3745,64639,0,3759,186,2,90633,6,0,13826,85,59041
1,camp_feed,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,7.0,,924,352,,81694,235,1,7035,,2,52452,3470,33071,2893,19,3083,62739,3,5491,820,1,83517,14,12,95542,28,70505
0,camp_feed,,3.0,,3.0,1.0,6.0,,1.0,4.0,8.0,1.0,0.0,0.0,1162,145,93089,36080,106,23,8335,11,0,36736,,27810,288,11,10140,58640,9,5431,456,3,63498,0,6,79623,69,
0,camp_feed,0.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,,0.0,0.0,5.0,212,,83515,52223,274,15,5953,227,,78401,3183,57716,1225,14,4155,35684,6,434,1913,1,76599,0,2,96418,24,
0,camp_feed,,0.0,,,2.0,14.0,3.0,0.0,0.0,0.0,1.0,,1.0,938,494,53953,37561,292,5,7785,231,1,38092,2604,28560,2466,12,8726,25866,3,1855,1769,1,19561,,9,77276,29,64316
0,camp_feed,6.0,,2.0,6.0,,0.0,10.0,5.0,4.0,1.0,0.0,0.0,,623,28,65390,45990,142,7,9828,198,0,28659,704,,,15,9347,89987,9,4054,677,2,15595,5,8,10261,6,97608
0,camp_feed,0.0,6.0,,5.0,2.0,0.0,1.0,,1.0,0.0,5.0,7.0,,757,92,66489,28532,246,18,,83,2,69511,4823,26002,1920,25,8062,54647,9,3775,1595,0,72235,16,12,88343,32,99083
0,camp_feed,1.0,0.0,,2.0,0.0,,0.0,0.0,,0.0,6.0,,7.0,,289,60286,10713,,14,3095,371,0,79472,1860,12534,2216,2,8602,89541,5,3173,1286,0,47039,10,11,1945,104,1500
0,camp_feed,2.0,3.0,4.0,0.0,5.0,6.0,0.0,1.0,11.0,,,0.0,1.0,825,307,64469,62476,153,20,10353,389,1,38498,4025,26523,1392,23,11638,79521,3,2187,1481,0,23810,1,8,40125,,67864
0,camp_feed,4.0,2.0,0.0,5.0,0.0,10.0,6.0,3.0,2.0,9.0,3.0,2.0,0.0,781,449,44575,27264,34,7,8577,538,1,44172,696,78259,,10,2090,22607,1,2894,1518,3,,11,14,45745,,
0,camp_feed,1.0,6.0,,1.0,0.0,2.0,2.0,15.0,1.0,,,,0.0,979,343,36160,10674,200,,10095,272,1,43698,1577,21544,2728,18,3565,79153,0,2,999,2,,16,5,31260,38,53875
0,camp_feed,3.0,0.0,0.0,1.0,1.0,5.0,2.0,,2.0,4.0,3.0,7.0,6.0,1143,207,15237,35855,209,2,5571,542,,72407,3163,57441,99,,3732,50344,3,3122,1250,0,27830,12,10,93829,22,
0,camp_feed,5.0,2.0,1.0,,2.0,3.0,2.0,3.0,5.0,18.0,1.0,2.0,10.0,103,338,69083,83167,289,13,9396,180,0,,4932,96307,371,3,5184,17267,3,1104,319,0,74804,7,12,65405,51,76447
0,camp_feed,,0.0,4.0,5.0,6.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,6.0,1291,308,68285,27916,31,7,10776,173,2,18635,358,13688,863,19,11684,2651,5,2375,2036,3,43973,10,11,5921,56,60515
0,camp_feed,0.0,7.0,3.0,,3.0,12.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,813,125,60342,36917,282,9,6802,253,0,13221,622,90949,,16,13276,65401,4,4364,941,1,25408,11,13,64927,41,31569
0,camp_feed,,4.0,4.0,4.0,0.0,,,1.0,4.0,0.0,0.0,0.0,3.0,166,471,21072,72862,147,0,11414,47,2,86919,1612,11586,3062,12,13529,11154,3,4364,1705,0,57608,17,7,31792,10,61130
0,camp_feed,3.0,13.0,0.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,4.0,,1158,32,59432,79455,210,21,727,475,0,79401,5398,54898,495,20,3938,,,4180,550,0,93534,6,,,14,88536
0,camp_feed,1.0,1.0,8.0,3.0,0.0,,1.0,2.0,0.0,0.0,1.0,0.0,,924,581,12869,,165,3,2127,201,0,,2042,22126,3159,,1741,,,2165,2102,2,73020,3,,59743,52,74706
0,camp_feed,8.0,0.0,,0.0,3.0,13.0,0.0,0.0,1.0,,1.0,12.0,3.0,412,,64427,55139,,12,9591,621,1,33765,598,24844,2578,25,4345,15573,3,3706,745,0,14661,2,4,60542,62,8058
1,camp_feed,0.0,9.0,1.0,8.0,,3.0,12.0,0.0,4.0,2.0,1.0,1.0,3.0,600,126,,49070,16,16,9326,471,2,18270,,91787,724,1,11601,62306,,1395,828,2,56195,12,,87838,21,
0,camp_feed,0.0,0.0,0.0,1.0,,3.0,3.0,6.0,2.0,,22.0,2.0,0.0,,573,51173,63540,164,19,6844,330,2,51827,3147,9083,30,8,5414,62012,4,2061,2016,3,20565,8,4,50482,,28247
0,camp_feed,5.0,8.0,,1.0,,0.0,,2.0,0.0,5.0,1.0,0.0,1.0,1143,545,85542,92051,301,23,791,581,,,501,70406,2520,13,7223,55334,7,4312,106,3,31251,15,9,18167,50,35873
0,camp_feed,2.0,5.0,1.0,13.0,1.0,5.0,0.0,,,1.0,6.0,,,1152,540,20118,80001,226,23,10338,154,1,10810,1291,32813,2978,14,2116,,4,3545,684,2,93640,17,3,20060,4,39923
0,camp_feed,4.0,4.0,1.0,2.0,8.0,0.0,0.0,10.0,14.0,6.0,0.0,0.0,0.0,416,311,42721,42960,70,3,3837,510,2,16082,5601,32302,262,7,2577,47107,7,3379,509,0,82112,3,10,40858,20,
0,camp_feed,1.0,0.0,6.0,10.0,3.0,5.0,0.0,0.0,3.0,9.0,,2.0,5.0,553,237,55378,20493,225,8,11303,372,2,66564,4535,10984,27,0,7915,,8,1979,,3,816,17,14,71723,99,26995
0,camp_feed,,1.0,,1.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,84,312,83862,4515,225,22,1459,145,2,84303,952,99104,2059,2,3203,10938,,1441,813,1,52311,3,12,91216,69,61923
0,camp_feed,1.0,1.0,3.0,2.0,4.0,0.0,,0.0,2.0,,1.0,1.0,,614,52,17288,1851,24,7,6193,126,1,39214,3859,49732,1080,11,,43627,4,969,1009,,80473,1,8,79335,82,75448
0,camp_feed,0.0,8.0,1.0,0.0,4.0,,,3.0,0.0,7.0,,,0.0,523,420,61239,43698,39,7,8398,455,1,77153,5646,47522,1049,9,10095,73103,0,5252,964,0,30726,6,7,27574,36,42475
0,camp_feed,3.0,,1.0,4.0,6.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1357,423,40481,7639,39,0,8536,387,0,24885,1605,39921,2684,,3320,36513,4,2996,2138,0,435,13,0,47951,93,
0,camp_feed,0.0,,1.0,1.0,6.0,2.0,5.0,,,3.0,0.0,2.0,0.0,849,230,2667,74958,128,21,11292,169,0,11255,795,,1912,23,10379,28359,5,2522,2043,0,2445,,4,52994,78,71100
0,camp_feed,5.0,1.0,3.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,570,334,91942,933,49,9,1424,517,2,67120,2868,14621,1608,23,9090,91804,2,1097,488,2,58184,12,5,,10,45659
0,camp_feed,0.0,,6.0,4.0,1.0,4.0,4.0,,1.0,1.0,0.0,1.0,1.0,1306,231,71211,12990,140,20,9218,76,1,53082,1108,66632,1067,13,13437,8134,9,3037,255,0,73182,8,4,63535,10,28520
0,camp_feed,3.0,20.0,3.0,1.0,4.0,,,,3.0,1.0,2.0,2.0,1.0,403,364,21381,63415,188,23,146,152,0,8327,5579,98622,900,,,58410,,268,1295,0,95729,15,1,39177,96,84088
0,camp_feed,7.0,0.0,,0.0,2.0,1.0,,1.0,,9.0,1.0,0.0,6.0,1086,189,66132,91402,237,,5533,365,1,77335,2177,81148,1083,19,9224,36608,7,2776,2117,1,,17,13,9438,81,52322
0,camp_feed,2.0,4.0,1.0,4.0,1.0,1.0,,2.0,0.0,1.0,9.0,0.0,3.0,1059,538,15180,60577,154,20,9237,,1,58245,2929,25902,2757,21,2013,19359,3,2847,1094,0,98248,8,2,55878,2,21270
0,camp_feed,0.0,0.0,,0.0,1.0,0.0,1.0,,3.0,,4.0,19.0,0.0,1257,309,5400,34524,107,18,11818,458,0,16502,4773,49588,2061,25,,7090,2,1015,778,3,3177,11,5,10693,1,63021
0,camp_feed,10.0,2.0,,2.0,5.0,,0.0,9.0,1.0,2.0,,1.0,5.0,185,328,81146,37714,282,20,9448,260,1,52776,3289,99244,2101,5,13729,28392,9,5421,1669,1,,3,3,8823,32,33949
